Chars	Matches	Time
3216000	15462	270
3217000	15569	490
3218000	15462	488
3219000	14420	276
3220000	14525	491
3221000	14525	495
3222000	13504	489
3223000	14525	274
3224000	13483	498
3225000	15462	497
3226000	16485	491
3227000	15462	489
3228000	16590	271
3229000	14525	491
3230000	14525	497
3231000	14525	499
3232000	13483	493
3233000	16590	498
3234000	16590	272
3235000	13504	490
3236000	13397	494
3237000	14525	495
3238000	14525	496
3239000	13462	273
3240000	13504	498
3241000	16590	490
3242000	15462	492
3243000	16590	269
3244000	13397	495
3245000	13483	490
3246000	13462	496
3247000	14525	272
3248000	14525	491
3249000	15357	501
3250000	15462	489
3251000	16590	270
3252000	16485	492
3253000	15462	488
3254000	14420	493
3255000	14525	498
3256000	13462	269
3257000	14525	487
3258000	14420	499
3259000	16485	498
3260000	16590	273
3261000	13397	498
3262000	13483	497
3263000	13483	495
3264000	15462	497
3265000	16590	492
3266000	14525	499
3267000	14525	498
3268000	13462	274
3269000	13462	493
3270000	13504	498
3271000	15462	495
3272000	15462	491
3273000	15569	495
3274000	14525	274
3275000	14525	491
3276000	13462	498
3277000	13504	500
3278000	15462	492
3279000	16590	274
3280000	15462	492
3281000	13397	493
3282000	14525	498
3283000	14525	493
3284000	13462	500
3285000	15569	273
3286000	15462	493
3287000	15462	493
3288000	13397	493
3289000	13462	504
3290000	14420	497
3291000	15527	495
3292000	15462	272
3293000	15548	490
3294000	13483	493
3295000	14420	272
3296000	14525	498
3297000	14420	494
3298000	14420	493
3299000	13483	490
3300000	15462	496
3301000	15462	274
3302000	15462	492
3303000	13397	494
3304000	14525	493
3305000	13504	274
3306000	14525	492
3307000	13504	493
3308000	16590	498
3309000	15462	491
3310000	15462	274
3311000	13397	492
3312000	14525	491
3313000	13462	499
3314000	13483	497
3315000	16590	499
3316000	15462	273
3317000	13483	493
3318000	14525	497
3319000	14525	496
3320000	15462	504
3321000	15462	492
3322000	16590	488
3323000	15462	271
3324000	14420	493
3325000	14420	499
3326000	14525	490
3327000	14525	501
3328000	15462	273
3329000	15462	492
3330000	13397	492
3331000	14525	488
3332000	13504	276
3333000	13483	492
3334000	14525	499
3335000	15462	508
3336000	15462	724
3337000	15462	512
3338000	16485	492
3339000	14420	275
3340000	14525	495
3341000	14525	496
3342000	13504	493
3343000	15462	499
3344000	16485	489
3345000	15462	274
3346000	14525	491
3347000	14525	497
3348000	14525	496
3349000	14420	503
3350000	15462	494
3351000	16590	272
3352000	15462	491
3353000	14525	494
3354000	14525	497
3355000	14525	499
3356000	13504	491
3357000	15462	279
3358000	16590	489
3359000	15462	493
3360000	16590	270
3361000	13504	495
3362000	14525	494
3363000	13462	496
3364000	13483	501
3365000	15462	494
3366000	15462	492
3367000	13397	273
3368000	14525	494
3369000	14525	497
3370000	14525	489
3371000	15462	498
3372000	15462	272
3373000	16485	494
3374000	14525	500
3375000	14525	492
3376000	13483	498
3377000	15462	491
3378000	16485	273
3379000	16590	492
3380000	13483	494
3381000	14420	495
3382000	14525	495
3383000	13504	274
3384000	15462	500
3385000	16590	492
3386000	16590	492
3387000	15462	272
3388000	14420	497
3389000	14525	501
3390000	14525	494
3391000	15462	505
3392000	16485	490
3393000	16590	491
3394000	13483	496
3395000	13504	276
3396000	14525	491
3397000	14525	492
3398000	14420	493
3399000	13504	273
3400000	16485	493
3401000	15462	491
3402000	15462	493
3403000	16485	271
3404000	14525	490
3405000	14420	500
3406000	14420	501
3407000	15462	492
3408000	16485	270
3409000	13462	497
3410000	14525	494
3411000	14525	490
3412000	14441	500
3413000	16590	490
3414000	15462	272
3415000	15462	492
3416000	14525	493
3417000	13483	496
3418000	14525	497
3419000	13462	274
3420000	15462	500
3421000	15569	493
3422000	13483	493
3423000	14420	490
3424000	14525	278
3425000	13462	499
3426000	15462	498
3427000	15462	493
3428000	14525	492
3429000	14525	496
3430000	14525	496
3431000	14420	496
3432000	15462	276
3433000	15462	493
3434000	15462	493
3435000	14525	493
3436000	13462	273
3437000	13462	495
3438000	13504	492
3439000	15462	501
3440000	16590	492
3441000	15462	493
3442000	13397	272
3443000	14525	494
3444000	13504	494
3445000	14525	492
3446000	13462	276
3447000	15462	496
3448000	15462	491
3449000	15462	493
3450000	11418	491
3451000	13483	272
3452000	13483	494
3453000	14420	501
3454000	16485	496
3455000	15527	492
3456000	16485	273
3457000	14420	493
3458000	13462	495
3459000	14525	494
3460000	15462	499
3461000	15569	493
3462000	15462	272
3463000	14525	494
3464000	13483	496
3465000	13462	496
3466000	15462	502
3467000	16590	491
3468000	15462	272
3469000	13397	492
3470000	14525	497
3471000	14525	501
3472000	13504	501
3473000	15462	494
3474000	15462	491
3475000	14420	276
3476000	14525	491
3477000	13483	491
3478000	13483	494
3479000	14420	276
3480000	16485	499
3481000	15527	496
3482000	15462	491
3483000	13462	494
3484000	14525	497
3485000	14420	273
3486000	13462	723
3487000	16590	271
3488000	16590	494
3489000	11418	494
3490000	14525	499
3491000	13462	496
3492000	15462	505
3493000	15462	492
3494000	15462	272
3495000	14420	498
3496000	14525	492
3497000	13504	495
3498000	14525	491
3499000	13483	277
3500000	16590	497
3501000	15462	491
3502000	15462	492
3503000	14525	493
3504000	14525	275
3505000	14525	494
3506000	14420	490
3507000	14420	490
3508000	15462	501
3509000	15548	271
3510000	15462	489
3511000	15548	491
3512000	14525	278
3513000	14525	276
3514000	14525	494
3515000	14525	488
3516000	13483	501
3517000	15462	492
3518000	15462	273
3519000	14525	493
3520000	14525	498
3521000	14525	495
3522000	14525	491
3523000	14525	269
3524000	14525	500
3525000	16590	492
3526000	15462	494
3527000	15462	268
3528000	14420	495
3529000	13462	497
3530000	14420	493
3531000	13504	497
3532000	15462	275
3533000	15462	492
3534000	14525	493
3535000	13504	497
3536000	14525	495
3537000	14525	273
3538000	14420	488
3539000	14420	498
3540000	15462	490
3541000	15462	273
3542000	15527	496
3543000	14525	492
3544000	14525	498
3545000	14525	497
3546000	13462	491
3547000	15462	499
3548000	15462	275
3549000	15462	488
3550000	16590	489
3551000	15569	272
3552000	14525	493
3553000	14525	492
3554000	14525	495
3555000	13462	497
3556000	15462	502
3557000	16485	270
3558000	15548	492
3559000	15462	489
3560000	13504	500
3561000	14525	501
3562000	14441	500
3563000	15569	269
3564000	15548	491
3565000	15462	490
3566000	11439	490
3567000	14420	273
3568000	14525	501
3569000	14525	491
3570000	14525	487
3571000	13483	499
3572000	16590	272
3573000	16590	490
3574000	16485	493
3575000	14525	495
3576000	14525	278
3577000	14525	493
3578000	13504	490
3579000	15462	500
3580000	13504	490
3581000	16590	271
3582000	16590	491
3583000	14525	493
3584000	13462	499
3585000	14525	273
3586000	14525	490
3587000	14420	494
3588000	15462	496
3589000	16485	271
3590000	16590	492
3591000	16590	492
3592000	14525	493
3593000	14525	496
3594000	14525	276
3595000	13462	496
3596000	15462	498
3597000	15462	493
3598000	16590	489
3599000	13504	274
3600000	14525	496
3601000	14525	499
3602000	14525	491
3603000	15462	501
3604000	15462	490
3605000	16590	273
3606000	14420	495
3607000	14420	499
3608000	14525	497
3609000	14420	495
3610000	16590	496
3611000	15462	490
3612000	16590	273
3613000	14420	499
3614000	14525	497
3615000	14525	490
3616000	13483	494
3617000	14420	273
3618000	15462	495
3619000	16590	489
3620000	14420	493
3621000	14525	500
3622000	14525	272
3623000	13462	495
3624000	15548	496
3625000	15462	491
3626000	15462	490
3627000	14525	274
3628000	14525	497
3629000	14525	492
3630000	14525	490
3631000	14525	268
3632000	15462	503
3633000	15462	492
3634000	15462	492
3635000	14525	493
3636000	14525	273
3637000	14525	491
3638000	14420	495
3639000	15462	498
3640000	15462	272
3641000	15462	492
3642000	14525	496
3643000	14525	495
3644000	14420	498
3645000	15462	496
3646000	16485	270
3647000	15462	490
3648000	15462	493
3649000	13397	491
3650000	14525	276
3651000	14525	498
3652000	14525	491
3653000	13483	490
3654000	15462	500
3655000	15462	495
3656000	15462	273
3657000	14525	493
3658000	13483	500
3659000	14525	495
3660000	14420	496
3661000	15462	496
3662000	15462	494
3663000	15462	273
3664000	13483	497
3665000	13462	497
3666000	14525	493
3667000	13483	497
3668000	16590	494
3669000	15462	272
3670000	15462	490
3671000	13462	491
3672000	14420	497
3673000	13504	276
3674000	14420	500
3675000	15462	491
3676000	16590	491
3677000	13397	495
3678000	14525	274
3679000	14525	496
3680000	13504	496
3681000	16590	499
3682000	15462	491
3683000	15462	492
3684000	14525	274
3685000	14525	497
3686000	13504	495
3687000	14420	496
3688000	15462	495
3689000	15548	489
3690000	15462	271
3691000	15462	492
3692000	15462	487
3693000	16590	271
3694000	14420	495
3695000	14525	492
3696000	13483	494
3697000	14420	275
3698000	14420	496
3699000	15569	490
3700000	15462	491
3701000	15462	273
3702000	13397	493
3703000	14420	490
3704000	14525	489
3705000	13504	274
3706000	14525	493
3707000	13462	500
3708000	16590	492
3709000	15462	496
3710000	15527	497
3711000	14525	276
3712000	13462	498
3713000	14420	496
3714000	15462	498
3715000	15462	492
3716000	16590	493
3717000	14525	498
3718000	14525	500
3719000	13483	271
3720000	15462	502
3721000	15462	492
3722000	16590	492
3723000	14525	492
3724000	14420	497
3725000	14525	275
3726000	13504	503
3727000	15462	496
3728000	15462	493
3729000	13397	494
3730000	14525	500
3731000	14525	498
3732000	14525	502
3733000	15462	491
3734000	15462	273
3735000	15462	493
3736000	14420	495
3737000	14525	491
3738000	14420	498
3739000	14420	274
3740000	15462	500
3741000	15462	494
3742000	15462	493
3743000	14420	497
3744000	13504	495
3745000	14420	497
3746000	15462	501
3747000	16590	274
3748000	13397	496
3749000	14525	500
3750000	14525	492
3751000	14525	494
3752000	14420	498
3753000	15462	495
3754000	15462	273
3755000	15462	492
3756000	12376	493
3757000	13462	497
3758000	14525	500
3759000	14420	502
3760000	16590	270
3761000	16590	493
3762000	15462	492
3763000	14525	493
3764000	14525	273
3765000	14525	494
3766000	13462	496
3767000	15462	500
3768000	16590	492
3769000	14525	496
3770000	14420	270
3771000	14525	495
3772000	14525	492
3773000	14525	489
3774000	14525	500
3775000	15462	269
3776000	15462	492
3777000	15462	493
3778000	14525	494
3779000	14525	274
3780000	13483	499
3781000	14420	497
3782000	15462	492
3783000	13483	493
3784000	15462	495
3785000	15462	267
3786000	14420	495
3787000	14525	494
3788000	14525	494
3789000	13504	272
3790000	15462	502
3791000	15462	495
3792000	14420	496
3793000	14525	492
3794000	14525	497
3795000	13483	496
3796000	15462	497
3797000	13397	274
3798000	14525	490
3799000	13504	497
3800000	14525	497
3801000	13483	500
3802000	16590	493
3803000	16590	273
3804000	13397	491
3805000	14420	490
3806000	14525	496
3807000	14525	270
3808000	14525	494
3809000	14525	502
3810000	15462	489
3811000	16590	268
3812000	16590	495
3813000	14525	494
3814000	13483	497
3815000	13483	493
3816000	13504	274
3817000	13483	492
3818000	15462	499
3819000	16485	489
3820000	15462	267
3821000	15462	497
3822000	16590	489
3823000	14420	496
3824000	14525	494
3825000	13483	274
3826000	14525	494
3827000	15462	504
3828000	15462	491
3829000	15462	492
3830000	15527	269
3831000	14525	497
3832000	14525	493
3833000	14525	495
3834000	13483	491
3835000	14525	502
3836000	15462	270
3837000	15462	494
3838000	15462	492
3839000	15569	489
3840000	14420	276
3841000	13462	497
3842000	14420	498
3843000	15462	498
3844000	15462	492
3845000	16590	494
3846000	13462	503
3847000	15462	502
3848000	15462	268
3849000	15462	492
3850000	15462	493
3851000	14420	497
3852000	14525	492
3853000	14525	274
3854000	14525	495
3855000	14420	494
3856000	15548	498
3857000	15548	492
3858000	13504	273
3859000	13462	491
3860000	14525	499
3861000	13483	505
3862000	15548	496
3863000	15462	496
3864000	15548	489
3865000	14525	498
3866000	14525	500
3867000	13504	268
3868000	13462	493
3869000	15462	498
3870000	15462	494
3871000	15462	272
3872000	14420	498
3873000	13504	503
3874000	14420	491
3875000	15357	500
3876000	15462	492
3877000	15462	491
3878000	14525	275
3879000	14525	490
3880000	13462	493
3881000	14525	499
3882000	13462	493
3883000	15462	500
3884000	15462	272
3885000	15462	492
3886000	11397	492
3887000	14525	489
3888000	13483	274
3889000	14525	500
3890000	13483	492
3891000	15462	497
3892000	15462	488
3893000	15462	272
3894000	15462	494
3895000	14525	494
3896000	14525	499
3897000	13462	493
3898000	14525	272
3899000	15462	502
3900000	16590	489
3901000	13504	491
3902000	15462	269
3903000	14525	494
3904000	14525	494
3905000	14525	496
3906000	14525	492
3907000	14420	499
3908000	15462	272
3909000	15462	491
3910000	15462	486
3911000	15462	271
3912000	14525	492
3913000	13483	500
3914000	14420	501
3915000	15462	495
3916000	15462	492
3917000	14525	497
3918000	14525	275
3919000	14525	494
3920000	14525	503
3921000	15462	492
3922000	16590	492
3923000	14420	494
3924000	14525	277
3925000	14525	495
3926000	15462	502
3927000	15462	494
3928000	15462	492
3929000	14525	493
3930000	14525	497
3931000	14525	272
3932000	13483	492
3933000	15462	502
3934000	16485	490
3935000	15462	493
3936000	12376	272
3937000	13504	496
3938000	13504	496
3939000	14420	493
3940000	13504	495
3941000	15462	498
3942000	15462	271
3943000	15548	490
3944000	14420	493
3945000	14420	493
3946000	14525	499
3947000	15462	503
3948000	13462	273
3949000	15462	491
3950000	16485	495
3951000	14525	495
3952000	14525	499
3953000	14525	270
3954000	15462	724
3955000	15462	273
3956000	15462	491
3957000	13504	497
3958000	14525	500
3959000	14525	493
3960000	14420	499
3961000	15462	497
3962000	15462	275
3963000	13397	493
3964000	14525	493
3965000	14525	490
3966000	14525	277
3967000	13483	488
3968000	13504	492
3969000	15462	496
3970000	15462	272
3971000	14525	495
3972000	14525	499
3973000	13462	496
3974000	15462	500
3975000	15462	490
3976000	15462	491
3977000	14525	273
3978000	14525	496
3979000	14525	497
3980000	13504	494
3981000	15548	500
3982000	16590	490
3983000	15462	272
3984000	14525	493
3985000	13504	496
3986000	13462	495
3987000	14525	271
3988000	14420	496
3989000	16590	493
3990000	15527	492
3991000	16590	268
3992000	15569	492
3993000	13504	497
3994000	14420	495
3995000	14420	499
3996000	16590	497
3997000	16590	493
3998000	16485	275
3999000	13462	495
4000000	13462	500
4001000	14420	493
4002000	14420	498
4003000	16590	491
4004000	16590	273
4005000	15462	495
4006000	16485	491
4007000	14525	492
4008000	13462	493
4009000	14525	279
4010000	14420	499
4011000	16590	494
4012000	16485	493
4013000	15462	488
4014000	14525	274
4015000	14525	496
4016000	13462	494
4017000	14420	490
4018000	15462	502
4019000	15462	269
4020000	15462	490
4021000	15462	493
4022000	13504	493
4023000	14525	495
4024000	14525	274
4025000	15462	499
4026000	15462	492
4027000	15462	492
4028000	14525	491
4029000	14420	275
4030000	14525	499
4031000	15462	503
4032000	15462	491
4033000	15462	493
4034000	14420	499
4035000	14525	495
4036000	14420	274
4037000	13483	498
4038000	16590	495
4039000	15462	494
4040000	16590	490
4041000	14525	498
4042000	14525	271
4043000	13504	502
4044000	15462	498
4045000	15462	488
4046000	16590	490
4047000	15462	272
4048000	14420	492
4049000	13483	494
4050000	14525	495
4051000	14525	496
4052000	13483	277
4053000	15462	494
4054000	15462	493
4055000	14525	494
4056000	14525	492
4057000	14525	274
4058000	14525	494
4059000	14420	490
4060000	15462	500
4061000	15462	492
4062000	15462	272
4063000	14525	494
4064000	14525	493
4065000	14525	495
4066000	14525	494
4067000	15462	503
4068000	15462	492
4069000	15462	273
4070000	13397	492
4071000	14525	495
4072000	13483	498
4073000	15462	502
4074000	13504	490
4075000	15462	273
4076000	14420	500
4077000	14525	492
4078000	13483	498
4079000	15548	498
4080000	15462	495
4081000	16590	268
4082000	14525	498
4083000	13504	494
4084000	14525	495
4085000	13483	500
4086000	15527	493
4087000	15462	271
4088000	15462	492
4089000	15569	489
4090000	13462	502
4091000	13504	491
4092000	13462	274
4093000	14420	491
4094000	14525	499
4095000	15462	494
4096000	16590	269
4097000	14525	498
4098000	14420	497
4099000	14420	493
4100000	14420	496
4101000	16590	492
4102000	16590	273
4103000	12376	492
4104000	14420	490
4105000	13462	494
4106000	14525	274
4107000	14525	491
4108000	13483	496
4109000	15462	493
4110000	15462	493
4111000	13504	277
4112000	14525	494
4113000	14420	497
4114000	15462	499
4115000	16590	493
4116000	15462	490
4117000	13504	271
4118000	13483	497
4119000	14525	493
4120000	14420	499
4121000	16485	501
4122000	15462	492
4123000	14525	493
4124000	13504	276
4125000	13462	494
4126000	14420	503
4127000	15462	493
4128000	15548	487
4129000	16590	274
4130000	13397	497
4131000	14525	494
4132000	14420	494
4133000	13504	500
4134000	15462	496
4135000	15462	493
4136000	16590	274
4137000	13462	498
4138000	13483	498
4139000	14525	491
4140000	15462	502
4141000	15462	491
4142000	15569	270
4143000	13397	494
4144000	14420	491
4145000	13504	496
4146000	14525	273
4147000	14420	492
4148000	15462	503
4149000	15462	492
4150000	16590	494
4151000	14525	493
4152000	14525	277
4153000	13504	495
4154000	14420	498
4155000	15462	491
4156000	15462	493
4157000	15569	493
4158000	13483	270
4159000	13483	491
4160000	14525	494
4161000	13504	272
4162000	13462	497
4163000	14420	498
4164000	16590	496
4165000	15462	497
4166000	16485	490
4167000	14525	273
4168000	14420	495
4169000	14525	493
4170000	13483	496
4171000	15462	497
4172000	15462	491
4173000	15462	272
4174000	14420	495
4175000	14525	491
4176000	13504	496
4177000	14420	499
4178000	15462	495
4179000	16590	272
4180000	15569	492
4181000	14525	498
4182000	13462	498
4183000	13462	495
4184000	15462	500
4185000	15462	273
4186000	14525	494
4187000	14525	500
4188000	14420	498
4189000	16590	494
4190000	15527	497
4191000	16485	490
4192000	14420	273
4193000	14525	501
4194000	14525	494
4195000	14420	500
4196000	15462	493
4197000	15462	487
4198000	15462	274
4199000	16590	489
4200000	14525	497
4201000	13483	489
4202000	14525	275
4203000	13483	494
4204000	16485	500
4205000	16590	494
4206000	13483	497
4207000	14525	492
4208000	14525	275
4209000	14525	491
4210000	13483	488
4211000	14525	499
4212000	15462	494
4213000	15548	272
4214000	16485	490
4215000	13462	499
4216000	14525	496
4217000	14420	491
4218000	15462	278
4219000	15462	488
4220000	15462	490
4221000	16485	271
4222000	13462	492
4223000	14525	496
4224000	14525	492
4225000	13504	494
4226000	14525	279
4227000	15462	492
4228000	16485	494
4229000	11418	495
4230000	13504	499
4231000	14525	496
4232000	14420	496
4233000	15462	273
4234000	15462	493
4235000	13462	496
4236000	14525	498
4237000	14525	494
4238000	14525	494
4239000	14525	271
4240000	15462	499
4241000	15462	493
4242000	13397	492
4243000	14525	493
4244000	14420	277
4245000	14420	499
4246000	15462	495
4247000	15462	493
4248000	15462	492
4249000	13504	272
4250000	13483	495
4251000	14420	496
4252000	14525	487
4253000	14420	500
4254000	15569	496
4255000	15569	274
4256000	16590	495
4257000	13504	495
4258000	14420	495
4259000	14525	495
4260000	16590	500
4261000	16485	274
4262000	16590	491
4263000	13504	498
4264000	14525	495
4265000	14525	492
4266000	14420	272
4267000	15462	499
4268000	15462	491
4269000	15527	496
4270000	13462	498
4271000	14525	495
4272000	14525	268
4273000	15462	501
4274000	15462	490
4275000	15462	486
4276000	15462	273
4277000	14525	496
4278000	14525	493
4279000	13483	495
4280000	14420	501
4281000	16590	493
4282000	15462	272
4283000	15462	493
4284000	12355	492
4285000	14420	499
4286000	13462	491
4287000	13483	501
4288000	15462	276
4289000	15462	493
4290000	16590	488
4291000	15462	272
4292000	14525	492
4293000	14525	494
4294000	14420	497
4295000	13462	494
4296000	15462	496
4297000	14420	272
4298000	16485	487
4299000	13462	492
4300000	14525	494
4301000	14525	276
4302000	14525	496
4303000	15462	502
4304000	15569	490
4305000	13504	495
4306000	15569	490
4307000	14525	277
4308000	14525	500
4309000	13483	492
4310000	15462	496
4311000	15462	491
4312000	15462	272
4313000	14525	494
4314000	14525	494
4315000	13504	497
4316000	14525	489
4317000	14525	501
4318000	15462	273
4319000	15462	490
4320000	15527	488
4321000	14525	272
4322000	14525	492
4323000	14525	499
4324000	14420	495
4325000	15462	494
4326000	15462	493
4327000	15462	272
4328000	13462	491
4329000	13483	502
4330000	14525	503
4331000	14525	498
4332000	15462	510
4333000	15462	492
4334000	16485	493
4335000	14525	492
4336000	14525	495
4337000	14420	271
4338000	13462	497
4339000	16485	502
4340000	15462	493
4341000	14525	493
4342000	14420	498
4343000	14525	496
4344000	15462	503
4345000	15462	273
4346000	15462	490
4347000	14420	496
4348000	14420	499
4349000	14525	492
4350000	13483	500
4351000	16590	271
4352000	15462	491
4353000	15462	491
4354000	13397	273
4355000	14525	494
4356000	13504	490
4357000	14420	498
4358000	15462	503
4359000	15462	492
4360000	16590	268
4361000	15462	493
4362000	15548	492
4363000	13483	501
4364000	14525	500
4365000	13483	270
4366000	15462	499
4367000	15462	496
4368000	14525	496
4369000	14525	491
4370000	14525	495
4371000	14420	495
4372000	15462	495
4373000	15462	272
4374000	15548	489
4375000	15462	492
4376000	15548	269
4377000	13483	495
4378000	14525	498
4379000	13483	493
4380000	15462	501
4381000	14441	491
4382000	15462	269
4383000	15462	492
4384000	13504	493
4385000	13462	500
4386000	14525	273
4387000	14420	500
4388000	15462	497
4389000	15462	495
4390000	14420	499
4391000	13504	494
4392000	13504	495
4393000	15462	501
4394000	15462	268
4395000	15462	491
4396000	16590	489
4397000	15569	491
4398000	14420	274
4399000	14525	498
4400000	13462	495
4401000	13504	491
4402000	15462	497
4403000	15462	272
4404000	16485	490
4405000	13397	494
4406000	13504	495
4407000	14525	494
4408000	14420	273
4409000	15462	501
4410000	16590	491
4411000	15462	491
4412000	15462	268
4413000	13397	492
4414000	14525	494
4415000	14525	498
4416000	14420	497
4417000	15569	495
4418000	15548	273
4419000	14420	498
4420000	14525	494
4421000	14525	495
4422000	13462	501
4423000	16590	495
4424000	15462	496
4425000	15462	268
4426000	14525	493
4427000	14525	497
4428000	14525	497
4429000	14420	500
4430000	15462	495
4431000	15462	272
4432000	13483	490
4433000	14420	498
4434000	14525	493
4435000	13462	499
4436000	16590	494
4437000	15548	271
4438000	14420	493
4439000	14525	497
4440000	14525	494
4441000	13483	493
4442000	15462	501
4443000	15462	272
4444000	15462	487
4445000	16590	494
4446000	14525	275
4447000	14525	493
4448000	13504	501
4449000	15462	500
4450000	16590	493
4451000	15462	492
4452000	13483	496
4453000	13462	501
4454000	14420	272
4455000	15462	500
4456000	16485	492
4457000	16590	491
4458000	14420	493
4459000	14525	496
4460000	14525	278
4461000	13462	496
4462000	15462	500
4463000	15462	492
4464000	14525	496
4465000	13483	494
4466000	14420	496
4467000	14525	273
4468000	15462	503
4469000	15462	493
4470000	15462	492
4471000	14525	497
4472000	14525	498
4473000	13462	505
4474000	16485	492
4475000	15462	269
4476000	16590	489
4477000	13483	499
4478000	13462	501
4479000	15462	504
4480000	15462	493
4481000	15548	489
4482000	13397	279
4483000	14420	491
4484000	13504	491
4485000	14525	495
4486000	14420	500
4487000	15462	498
4488000	16590	273
4489000	16485	494
4490000	14420	492
4491000	14525	495
4492000	14525	499
4493000	14525	267
4494000	13483	491
4495000	13483	494
4496000	16590	493
4497000	15462	497
4498000	13397	273
4499000	14525	496
4500000	14525	491
4501000	13504	498
4502000	13462	494
4503000	15462	500
4504000	15462	273
4505000	14420	496
4506000	13483	495
4507000	14525	496
4508000	14420	501
4509000	15462	495
4510000	16485	269
4511000	15462	492
4512000	14420	495
4513000	13462	499
4514000	14420	495
4515000	15462	499
4516000	15462	492
4517000	15462	272
4518000	13292	492
4519000	14420	495
4520000	14525	498
4521000	13462	492
4522000	15462	501
4523000	15462	271
4524000	15462	491
4525000	14525	493
4526000	14525	497
4527000	14420	501
4528000	15462	498
