10000	162
20000	149
30000	144
40000	141
50000	142
60000	146
70000	145
80000	145
90000	141
100000	142
110000	142
120000	140
130000	139
140000	140
150000	146
160000	136
170000	135
180000	198
190000	227
200000	227
210000	232
220000	235
230000	220
240000	236
250000	249
260000	237
270000	241
280000	278
290000	218
300000	277
310000	250
320000	283
330000	280
340000	282
